src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.126.128,192.168.126.1,55415,39071,6,2026-07-18 19:48:51,0.6919,534.75935828877,7.226477814713109,7.226477814713109,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.172975,0.23159,0.0,0.0998690608972568,0.6919,0.23159,0.0,0.172975,0.0998690608972568,0.0,0.0,0.0,0.0,0.0,5,0,5,0,5,0,0,5,0,5,0,0.0,74.0,65535,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,5,5,0,370,0
192.168.126.128,192.168.126.1,55652,135,6,2026-07-18 19:48:53,0.000287,982578.3972125436,13937.282229965158,10452.961672473868,3484.320557491289,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,9.566666666666666e-05,0.000198,0.0,8.097050217345957e-05,0.000287,0.000287,0.0,0.0001435,0.0001435,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,1,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55653,135,6,2026-07-18 19:48:53,0.000381,740157.4803149607,10498.687664041994,7874.015748031496,2624.6719160104985,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.000127,0.000196,0.0,8.99147744626358e-05,0.000381,0.000381,0.0,0.0001905,0.0001905,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,63,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55654,135,6,2026-07-18 19:48:53,0.000302,933774.834437086,13245.03311258278,9933.774834437085,3311.258278145695,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.0001006666666666,0.000182,0.0,7.554836567097634e-05,0.000302,0.000302,0.0,0.000151,0.000151,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,4,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55655,135,6,2026-07-18 19:48:53,0.000251,1091633.4661354583,15936.254980079682,11952.19123505976,3984.0637450199206,3,1,200,74,70,60,66.66666666666667,4.714045207910316,74,74,74.0,0.0,74,60,68.5,5.172040216394301,26.75,60,20,20,1,8.366666666666668e-05,0.000128,0.0,5.919647136630884e-05,0.000251,0.000251,0.0,0.0001255,0.0001255,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,68.5,4,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,66.66666666666667,74.0,0,3,1,200,74
192.168.126.128,192.168.126.1,55656,135,6,2026-07-18 19:48:53,0.000858,328671.32867132867,4662.004662004661,3496.5034965034965,1165.5011655011654,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.000286,0.000727,0.0,0.0003163868939552,0.000858,0.000858,0.0,0.000429,0.000429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,16,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55657,135,6,2026-07-18 19:48:53,0.000449,601336.3028953229,8908.685968819598,6681.514476614699,2227.1714922049,3,1,200,70,70,60,66.66666666666667,4.714045207910316,70,70,70.0,0.0,70,60,67.5,4.330127018922194,18.75,60,20,20,1,0.0001496666666666,0.00031,0.0,0.0001267815268702,0.000449,0.000449,0.0,0.0002245,0.0002245,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,67.5,512,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,66.66666666666667,70.0,0,3,1,200,70
192.168.126.128,192.168.126.1,60319,39144,17,2026-07-18 19:48:54,0.719834,2375.547695718735,6.94604589391443,6.94604589391443,0.0,5,0,1710,0,342,342,342.0,0.0,0,0,0.0,0.0,342,342,342.0,0.0,0.0,100,0,20,5,0.1799585,0.257806,0.0,0.1044733967704218,0.719834,0.257806,0.0,0.1799585,0.1044733967704218,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,342.0,0,0,0,0,0,0,0,0,0,0,1200.0,4.0,0,0,1667.0510145394633,0,342.0,0.0,0,5,0,1710,0
192.168.126.128,192.168.126.1,55664,135,6,2026-07-18 19:48:54,0.000453,569536.4238410596,8830.022075055187,6622.516556291391,2207.5055187637968,3,1,192,66,66,60,64.0,2.8284271247461903,66,66,66.0,0.0,66,60,64.5,2.598076211353316,6.75,60,20,20,1,0.0001509999999999,0.000323,0.0,0.000132697651323,0.000453,0.000453,0.0,0.0002265,0.0002265,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,2,0.3333333333333333,64.5,3,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,64.0,66.0,0,3,1,192,66
192.168.126.128,192.168.126.1,55666,135,6,2026-07-18 19:48:54,0.694166,533.0137171800405,7.202888070000548,7.202888070000548,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.1735415,0.231984,0.0,0.1001955827107662,0.694166,0.231984,0.0,0.1735415,0.1001955827107662,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,74.0,128,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55667,135,6,2026-07-18 19:48:54,0.693321,533.6633392036301,7.211666745995001,7.211666745995001,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.17333025,0.2315,0.0,0.1000728337321747,0.6933210000000001,0.2315,0.0,0.17333025,0.1000728337321747,0.0,0.0,0.0,0.0,0.0,5,0,5,0,5,5,0,5,0,5,0,0.0,74.0,256,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,5,5,0,370,0
192.168.126.128,192.168.126.1,55668,135,6,2026-07-18 19:48:54,0.693327,533.6587209210084,7.211604336770383,7.211604336770383,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.17333175,0.23146,0.0,0.1000734647855639,0.693327,0.23146,0.0,0.17333175,0.1000734647855639,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0.0,74.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55669,32571,6,2026-07-18 19:48:54,0.69182,534.8211962649244,7.227313463039519,7.227313463039519,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.172955,0.230984,0.0,0.0998558987816944,0.69182,0.230984,0.0,0.172955,0.0998558987816944,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0.0,74.0,31337,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55670,32571,6,2026-07-18 19:48:54,0.693168,533.7811324238857,7.213258546268726,7.213258546268726,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.173292,0.231643,0.0,0.1000516969196425,0.693168,0.231643,0.0,0.173292,0.1000516969196425,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0.0,74.0,32768,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55671,32571,6,2026-07-18 19:48:54,0.693274,533.6995185164885,7.212155655628223,7.212155655628223,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.1733185,0.231896,0.0,0.1000672176426925,0.693274,0.231896,0.0,0.1733185,0.1000672176426925,0.0,0.0,0.0,0.0,0.0,5,0,5,0,5,0,0,5,0,5,0,0.0,74.0,65535,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,5,5,0,370,0
192.168.126.128,192.168.126.1,58522,1434,17,2026-07-18 19:48:55,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,60.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,43449,137,17,2026-07-18 19:48:55,0.0,0.0,0.0,0.0,0.0,2,0,184,0,92,92,92.0,0.0,0,0,0.0,0.0,92,92,92.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,92.0,0.0,0,2,0,184,0
192.168.126.128,192.168.126.1,36079,137,17,2026-07-18 19:48:56,0.0,0.0,0.0,0.0,0.0,2,0,184,0,92,92,92.0,0.0,0,0,0.0,0.0,92,92,92.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,92.0,0.0,0,2,0,184,0
192.168.126.128,192.168.126.1,35708,137,17,2026-07-18 19:48:57,0.0,0.0,0.0,0.0,0.0,2,0,184,0,92,92,92.0,0.0,0,0,0.0,0.0,92,92,92.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,92.0,0.0,0,2,0,184,0
192.168.126.128,192.168.126.1,48406,137,17,2026-07-18 19:48:58,0.0,0.0,0.0,0.0,0.0,2,0,184,0,92,92,92.0,0.0,0,0,0.0,0.0,92,92,92.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,92.0,0.0,0,2,0,184,0
192.168.126.128,193.123.38.172,37343,123,17,2026-07-18 19:49:46,0.078785,3427.048295995431,38.07831439994924,25.385542933299487,12.692771466649743,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.0393925,0.078785,0.0,0.0393925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,90.0,90.0,0,2,1,180,90
